'Elapsed time','v4'
27.895,-0.025
27.896,-0.028
27.897,-0.025
27.898,-0.019
27.899,-0.015
27.900,-0.017
27.901,-0.019
27.902,-0.021
27.903,-0.015
27.904,-0.013
27.905,-0.011
27.906,-0.013
27.907,-0.021
27.908,-0.021
27.909,-0.020
27.910,-0.019
27.911,-0.020
27.912,-0.021
27.913,-0.022
27.914,-0.017
27.915,-0.015
27.916,-0.016
27.917,-0.013
27.918,-0.013
27.919,-0.013
27.920,-0.007
27.921,0.002
27.922,0.005
27.923,0.005
27.924,0.013
27.925,0.020
27.926,0.009
27.927,0.005
27.928,0.005
27.929,-0.004
27.930,-0.004
27.931,0.004
27.932,0.013
27.933,0.004
27.934,-0.006
27.935,-0.004
27.936,-0.004
27.937,0.000
27.938,0.009
27.939,0.014
27.940,0.009
27.941,0.014
27.942,0.017
27.943,0.018
27.944,0.016
27.945,0.017
27.946,0.028
27.947,0.030
27.948,0.038
27.949,0.045
27.950,0.042
27.951,0.039
27.952,0.039
27.953,0.045
27.954,0.043
27.955,0.037
27.956,0.040
27.957,0.043
27.958,0.050
27.959,0.050
27.960,0.045
27.961,0.049
27.962,0.050
27.963,0.054
27.964,0.055
27.965,0.053
27.966,0.069
27.967,0.072
27.968,0.066
27.969,0.063
27.970,0.059
27.971,0.060
27.972,0.052
27.973,0.057
27.974,0.071
27.975,0.073
27.976,0.074
27.977,0.073
27.978,0.070
27.979,0.060
27.980,0.060
27.981,0.065
27.982,0.068
27.983,0.074
27.984,0.069
27.985,0.075
27.986,0.074
27.987,0.064
27.988,0.062
27.989,0.063
27.990,0.073
27.991,0.070
27.992,0.068
27.993,0.078
27.994,0.080
27.995,0.080
27.996,0.081
27.997,0.082
27.998,0.080
27.999,0.078
28.000,0.078
28.001,0.079
28.002,0.083
28.003,0.082
28.004,0.077
28.005,0.079
28.006,0.083
28.007,0.084
28.008,0.086
28.009,0.084
28.010,0.081
28.011,0.082
28.012,0.083
28.013,0.087
28.014,0.088
28.015,0.086
28.016,0.087
28.017,0.091
28.018,0.090
28.019,0.081
28.020,0.076
28.021,0.082
28.022,0.075
28.023,0.075
28.024,0.085
28.025,0.084
28.026,0.085
28.027,0.086
28.028,0.077
28.029,0.070
28.030,0.073
28.031,0.072
28.032,0.059
28.033,0.062
28.034,0.073
28.035,0.081
28.036,0.070
28.037,0.064
28.038,0.086
28.039,0.074
28.040,0.063
28.041,0.059
28.042,0.048
28.043,0.056
28.044,0.058
28.045,0.056
28.046,0.053
28.047,0.051
28.048,0.051
28.049,0.051
28.050,0.053
28.051,0.051
28.052,0.053
28.053,0.048
28.054,0.036
28.055,0.038
28.056,0.038
28.057,0.043
28.058,0.048
28.059,0.044
28.060,0.042
28.061,0.040
28.062,0.036
28.063,0.035
28.064,0.035
28.065,0.029
28.066,0.034
28.067,0.035
28.068,0.033
28.069,0.034
28.070,0.033
28.071,0.037
28.072,0.034
28.073,0.030
28.074,0.029
28.075,0.026
28.076,0.028
28.077,0.029
28.078,0.025
28.079,0.021
28.080,0.013
28.081,0.006
28.082,0.007
28.083,0.011
28.084,0.004
28.085,-0.004
28.086,-0.001
28.087,0.000
28.088,0.003
28.089,0.009
28.090,0.011
28.091,0.012
28.092,0.011
28.093,0.008
28.094,0.008
28.095,0.006
28.096,0.006
28.097,0.006
28.098,0.003
28.099,0.001
28.100,0.006
28.101,0.009
28.102,0.007
28.103,0.008
28.104,0.013
28.105,0.017
28.106,0.011
28.107,0.006
28.108,0.005
28.109,0.010
28.110,0.013
28.111,0.011
28.112,0.013
28.113,0.006
28.114,0.000
28.115,-0.003
28.116,0.002
28.117,0.013
28.118,0.008
28.119,-0.004
28.120,0.007
28.121,0.013
28.122,0.006
28.123,0.005
28.124,0.012
28.125,0.017
28.126,0.000
28.127,-0.009
28.128,0.003
28.129,0.005
28.130,-0.001
28.131,0.003
28.132,0.009
28.133,0.011
28.134,0.013
28.135,0.014
28.136,0.013
28.137,0.009
28.138,0.006
28.139,0.002
28.140,0.004
28.141,0.007
28.142,0.009
28.143,0.010
28.144,0.015
28.145,0.011
28.146,0.010
28.147,0.006
28.148,-0.007
28.149,-0.001
28.150,0.006
28.151,0.011
28.152,0.018
28.153,0.017
28.154,0.018
28.155,0.020
28.156,0.015
28.157,0.007
28.158,-0.001
28.159,-0.001
28.160,0.014
28.161,0.013
28.162,-0.004
28.163,0.006
28.164,0.015
28.165,0.011
28.166,0.013
28.167,0.006
28.168,0.008
28.169,0.004
28.170,-0.001
28.171,0.008
28.172,0.017
28.173,0.019
28.174,0.019
28.175,0.026
28.176,0.019
28.177,0.021
28.178,0.032
28.179,0.018
28.180,0.004
28.181,0.003
28.182,0.009
28.183,0.017
28.184,0.006
28.185,0.004
28.186,0.010
28.187,0.017
28.188,0.013
28.189,0.004
28.190,0.014
28.191,0.015
28.192,0.022
28.193,0.024
28.194,0.017
28.195,0.018
28.196,0.013
28.197,0.017
28.198,0.021
28.199,0.024
28.200,0.021
28.201,0.015
28.202,0.011
28.203,0.011
28.204,0.013
28.205,0.011
28.206,0.025
28.207,0.029
28.208,0.020
28.209,0.021
28.210,0.024
28.211,0.018
28.212,0.007
28.213,0.017
28.214,0.017
28.215,0.014
28.216,0.025
28.217,0.025
28.218,0.022
28.219,0.021
28.220,0.023
28.221,0.025
28.222,0.025
28.223,0.021
28.224,0.019
28.225,0.027
28.226,0.038
28.227,0.034
28.228,0.032
28.229,0.034
28.230,0.026
28.231,0.031
28.232,0.040
28.233,0.037
28.234,0.037
28.235,0.041
28.236,0.042
28.237,0.036
28.238,0.022
28.239,0.027
28.240,0.035
28.241,0.041
28.242,0.043
28.243,0.041
28.244,0.054
28.245,0.056
28.246,0.051
28.247,0.052
28.248,0.045
28.249,0.046
28.250,0.057
28.251,0.062
28.252,0.059
28.253,0.054
28.254,0.060
28.255,0.053
28.256,0.046
28.257,0.051
28.258,0.055
28.259,0.059
28.260,0.061
28.261,0.073
28.262,0.076
28.263,0.070
28.264,0.079
28.265,0.085
28.266,0.087
28.267,0.083
28.268,0.086
28.269,0.086
28.270,0.072
28.271,0.057
28.272,0.053
28.273,0.062
28.274,0.059
28.275,0.060
28.276,0.066
28.277,0.071
28.278,0.077
28.279,0.082
28.280,0.084
28.281,0.085
28.282,0.081
28.283,0.076
28.284,0.075
28.285,0.077
28.286,0.084
28.287,0.080
28.288,0.079
28.289,0.078
28.290,0.064
28.291,0.065
28.292,0.077
28.293,0.076
28.294,0.070
28.295,0.068
28.296,0.060
28.297,0.053
28.298,0.054
28.299,0.046
28.300,0.038
28.301,0.043
28.302,0.051
28.303,0.056
28.304,0.052
28.305,0.048
28.306,0.049
28.307,0.049
28.308,0.059
28.309,0.061
28.310,0.050
28.311,0.052
28.312,0.051
28.313,0.051
28.314,0.051
28.315,0.047
28.316,0.052
28.317,0.048
28.318,0.035
28.319,0.026
28.320,0.017
28.321,0.013
28.322,0.015
28.323,0.021
28.324,0.024
28.325,0.020
28.326,0.024
28.327,0.018
28.328,0.013
28.329,0.021
28.330,0.025
28.331,0.044
28.332,0.025
28.333,-0.009
28.334,-0.006
28.335,-0.002
28.336,-0.001
28.337,-0.006
28.338,-0.004
28.339,-0.004
28.340,0.004
28.341,0.012
28.342,0.009
28.343,0.009
28.344,0.005
28.345,0.001
28.346,-0.004
28.347,0.001
28.348,0.002
28.349,-0.004
28.350,-0.012
28.351,-0.014
28.352,0.002
28.353,0.012
28.354,0.006
28.355,0.003
28.356,0.003
28.357,0.001
28.358,-0.003
28.359,-0.010
28.360,-0.011
28.361,-0.014
28.362,-0.015
28.363,-0.016
28.364,-0.013
28.365,-0.010
28.366,-0.011
28.367,-0.009
28.368,-0.005
28.369,0.003
28.370,0.004
28.371,0.006
28.372,0.007
28.373,0.009
28.374,0.009
28.375,0.004
28.376,0.002
28.377,-0.003
28.378,-0.003
28.379,-0.003
28.380,-0.004
28.381,-0.007
28.382,-0.008
28.383,-0.004
28.384,0.000
28.385,0.007
28.386,0.017
28.387,0.022
28.388,0.021
28.389,0.015
28.390,0.006
28.391,-0.009
28.392,-0.023
28.393,-0.035
28.394,-0.054
28.395,-0.075
28.396,-0.093
28.397,-0.105
28.398,-0.107
28.399,-0.106
28.400,-0.084
28.401,-0.051
28.402,-0.035
28.403,-0.018
28.404,-0.003
28.405,0.021
28.406,0.049
28.407,0.070
28.408,0.098
28.409,0.143
28.410,0.192
28.411,0.235
28.412,0.295
28.413,0.362
28.414,0.424
28.415,0.484
28.416,0.538
28.417,0.596
28.418,0.646
28.419,0.703
28.420,0.785
28.421,0.836
28.422,0.830
28.423,0.815
28.424,0.808
28.425,0.815
28.426,0.813
28.427,0.781
28.428,0.736
28.429,0.689
28.430,0.623
28.431,0.534
28.432,0.436
28.433,0.311
28.434,0.141
28.435,-0.036
28.436,-0.205
28.437,-0.353
28.438,-0.453
28.439,-0.531
28.440,-0.580
28.441,-0.589
28.442,-0.610
28.443,-0.627
28.444,-0.651
28.445,-0.696
28.446,-0.719
28.447,-0.745
28.448,-0.774
28.449,-0.788
28.450,-0.797
28.451,-0.789
28.452,-0.779
28.453,-0.764
28.454,-0.729
28.455,-0.704
28.456,-0.691
28.457,-0.664
28.458,-0.644
28.459,-0.629
28.460,-0.595
28.461,-0.559
28.462,-0.528
28.463,-0.495
28.464,-0.459
28.465,-0.435
28.466,-0.425
28.467,-0.412
28.468,-0.412
28.469,-0.413
28.470,-0.412
28.471,-0.413
28.472,-0.401
28.473,-0.385
28.474,-0.366
28.475,-0.350
28.476,-0.346
28.477,-0.334
28.478,-0.320
28.479,-0.315
28.480,-0.295
28.481,-0.275
28.482,-0.270
28.483,-0.265
28.484,-0.260
28.485,-0.256
28.486,-0.248
28.487,-0.247
28.488,-0.263
28.489,-0.275
28.490,-0.283
28.491,-0.282
28.492,-0.272
28.493,-0.275
28.494,-0.272
28.495,-0.263
28.496,-0.261
28.497,-0.264
28.498,-0.257
28.499,-0.252
28.500,-0.246
28.501,-0.229
28.502,-0.200
28.503,-0.175
28.504,-0.168
28.505,-0.162
28.506,-0.148
28.507,-0.133
28.508,-0.128
28.509,-0.112
28.510,-0.112
28.511,-0.130
28.512,-0.134
28.513,-0.121
28.514,-0.101
28.515,-0.087
28.516,-0.071
28.517,-0.058
28.518,-0.054
28.519,-0.065
28.520,-0.063
28.521,-0.058
28.522,-0.052
28.523,-0.045
28.524,-0.042
28.525,-0.035
28.526,-0.035
28.527,-0.037
28.528,-0.041
28.529,-0.033
28.530,-0.034
28.531,-0.045
28.532,-0.036
28.533,-0.028
28.534,-0.035
28.535,-0.035
28.536,-0.023
28.537,-0.021
28.538,-0.026
28.539,-0.040
28.540,-0.047
28.541,-0.047
28.542,-0.046
28.543,-0.041
28.544,-0.038
28.545,-0.036
28.546,-0.036
28.547,-0.036
28.548,-0.041
28.549,-0.038
28.550,-0.026
28.551,-0.028
28.552,-0.031
28.553,-0.027
28.554,-0.034
28.555,-0.046
28.556,-0.055
28.557,-0.057
28.558,-0.051
28.559,-0.049
28.560,-0.043
28.561,-0.035
28.562,-0.040
28.563,-0.051
28.564,-0.056
28.565,-0.049
28.566,-0.043
28.567,-0.042
28.568,-0.046
28.569,-0.046
28.570,-0.042
28.571,-0.036
28.572,-0.037
28.573,-0.045
28.574,-0.033
28.575,-0.028
28.576,-0.033
28.577,-0.038
28.578,-0.040
28.579,-0.054
28.580,-0.059
28.581,-0.041
28.582,-0.042
28.583,-0.048
28.584,-0.055
28.585,-0.057
28.586,-0.049
28.587,-0.043
28.588,-0.054
28.589,-0.064
28.590,-0.054
28.591,-0.058
28.592,-0.060
28.593,-0.051
28.594,-0.051
28.595,-0.051
28.596,-0.053
28.597,-0.056
28.598,-0.051
28.599,-0.054
28.600,-0.059
28.601,-0.057
28.602,-0.056
28.603,-0.053
28.604,-0.049
28.605,-0.045
28.606,-0.048
28.607,-0.054
28.608,-0.055
28.609,-0.052
28.610,-0.049
28.611,-0.048
28.612,-0.054
28.613,-0.052
28.614,-0.050
28.615,-0.052
28.616,-0.056
28.617,-0.064
28.618,-0.059
28.619,-0.051
28.620,-0.051
28.621,-0.052
28.622,-0.048
28.623,-0.043
28.624,-0.050
28.625,-0.058
28.626,-0.057
28.627,-0.053
28.628,-0.052
28.629,-0.045
28.630,-0.041
28.631,-0.042
28.632,-0.033
28.633,-0.026
28.634,-0.035
28.635,-0.035
28.636,-0.035
28.637,-0.036
28.638,-0.034
28.639,-0.032
28.640,-0.035
28.641,-0.037
28.642,-0.028
28.643,-0.020
28.644,-0.022
28.645,-0.027
28.646,-0.021
28.647,-0.017
28.648,-0.024
28.649,-0.024
28.650,-0.003
28.651,0.001
28.652,-0.015
28.653,-0.004
28.654,0.004
28.655,0.004
28.656,-0.002
28.657,-0.013
28.658,-0.017
28.659,-0.017
28.660,-0.012
28.661,-0.008
28.662,0.001
28.663,0.000
28.664,0.000
28.665,0.005
28.666,0.009
28.667,0.016
28.668,0.008
28.669,-0.002
28.670,0.001
28.671,0.004
28.672,0.009
28.673,0.015
28.674,0.018
28.675,0.018
28.676,0.021
28.677,0.024
28.678,0.023
28.679,0.026
28.680,0.032
28.681,0.032
28.682,0.034
28.683,0.034
28.684,0.043
28.685,0.044
28.686,0.039
28.687,0.036
28.688,0.046
28.689,0.061
28.690,0.059
28.691,0.064
28.692,0.059
28.693,0.053
28.694,0.047
28.695,0.040
28.696,0.038
28.697,0.046
28.698,0.054
28.699,0.057
28.700,0.061
28.701,0.058
28.702,0.062
28.703,0.061
28.704,0.054
28.705,0.059
28.706,0.064
28.707,0.061
28.708,0.060
28.709,0.065
28.710,0.065
28.711,0.071
28.712,0.082
28.713,0.083
28.714,0.084
28.715,0.076
28.716,0.068
28.717,0.076
28.718,0.079
28.719,0.072
28.720,0.070
28.721,0.071
28.722,0.071
28.723,0.070
28.724,0.075
28.725,0.085
28.726,0.087
28.727,0.089
28.728,0.089
28.729,0.081
28.730,0.075
28.731,0.083
28.732,0.077
28.733,0.072
28.734,0.080
28.735,0.079
28.736,0.081
28.737,0.077
28.738,0.072
28.739,0.072
28.740,0.072
28.741,0.070
28.742,0.069
28.743,0.076
28.744,0.076
28.745,0.073
28.746,0.070
28.747,0.061
28.748,0.066
28.749,0.072
28.750,0.081
28.751,0.080
28.752,0.067
28.753,0.071
28.754,0.076
28.755,0.068
28.756,0.063
28.757,0.064
28.758,0.065
28.759,0.063
28.760,0.064
28.761,0.061
28.762,0.057
28.763,0.058
28.764,0.060
28.765,0.059
28.766,0.061
28.767,0.061
28.768,0.057
28.769,0.058
28.770,0.058
28.771,0.061
28.772,0.055
28.773,0.047
28.774,0.048
28.775,0.040
28.776,0.037
28.777,0.040
28.778,0.035
28.779,0.033
28.780,0.038
28.781,0.035
28.782,0.034
28.783,0.035
28.784,0.028
28.785,0.033
28.786,0.026
28.787,0.021
28.788,0.024
28.789,0.021
28.790,0.032
28.791,0.041
28.792,0.035
28.793,0.021
28.794,0.019
28.795,0.027
28.796,0.024
28.797,0.018
28.798,0.011
28.799,0.011
28.800,0.013
28.801,0.008
28.802,0.012
28.803,0.009
28.804,0.001
28.805,0.003
28.806,0.007
28.807,0.007
28.808,0.000
28.809,-0.004
28.810,-0.003
28.811,0.005
28.812,0.004
28.813,-0.004
28.814,-0.001
28.815,-0.002
28.816,-0.003
28.817,0.002
28.818,-0.002
28.819,-0.005
28.820,-0.004
28.821,0.000
28.822,0.004
28.823,0.006
28.824,0.002
28.825,-0.004
28.826,-0.011
28.827,-0.006
28.828,0.001
28.829,0.001
28.830,-0.004
28.831,-0.014
28.832,-0.013
28.833,-0.009
28.834,-0.003
28.835,-0.003
28.836,-0.002
28.837,-0.002
28.838,-0.015
28.839,-0.018
28.840,-0.017
28.841,-0.010
28.842,-0.005
28.843,-0.017
28.844,-0.016
28.845,-0.009
28.846,-0.010
28.847,-0.011
28.848,-0.011
28.849,-0.011
28.850,-0.005
28.851,-0.002
28.852,-0.005
28.853,-0.013
28.854,-0.018
28.855,-0.018
28.856,-0.013
28.857,-0.007
28.858,-0.007
28.859,-0.005
28.860,-0.003
28.861,-0.004
28.862,-0.005
28.863,-0.011
28.864,-0.007
28.865,-0.004
28.866,-0.010
28.867,-0.010
28.868,-0.005
28.869,-0.003
28.870,0.001
28.871,0.002
28.872,-0.003
28.873,-0.001
28.874,0.002
28.875,0.002
28.876,0.003
28.877,0.004
28.878,0.007
28.879,0.004
28.880,0.001
28.881,0.001
28.882,0.004
28.883,0.001
28.884,-0.002
28.885,0.005
28.886,0.002
28.887,0.003
28.888,0.005
28.889,0.009
28.890,0.015
28.891,0.012
28.892,0.009
28.893,0.011
28.894,0.013
28.895,0.006
28.896,0.008
28.897,0.015
28.898,0.021
28.899,0.015
28.900,-0.001
28.901,0.002
28.902,0.003
28.903,0.000
28.904,0.000
28.905,-0.002
28.906,0.001
28.907,-0.002
28.908,0.002
28.909,0.006
28.910,0.006
28.911,0.009
28.912,-0.001
28.913,0.001
28.914,0.005
28.915,0.003
28.916,0.000
28.917,0.003
28.918,0.017
28.919,0.013
28.920,0.006
28.921,0.014
28.922,0.016
28.923,0.015
28.924,0.009
28.925,0.002
28.926,0.005
28.927,0.010
28.928,0.013
28.929,0.015
28.930,0.017
28.931,0.009
28.932,0.007
28.933,0.020
28.934,0.013
28.935,0.010
28.936,0.018
28.937,0.015
28.938,0.011
28.939,0.011
28.940,0.020
28.941,0.022
28.942,0.027
28.943,0.015
28.944,0.013
28.945,0.020
28.946,0.021
28.947,0.021
28.948,0.019
28.949,0.024
28.950,0.024
28.951,0.022
28.952,0.014
28.953,0.015
28.954,0.021
28.955,0.025
28.956,0.017
28.957,0.007
28.958,0.015
28.959,0.022
28.960,0.019
28.961,0.014
28.962,0.017
28.963,0.018
28.964,0.025
28.965,0.027
28.966,0.025
28.967,0.028
28.968,0.025
28.969,0.038
28.970,0.043
28.971,0.044
28.972,0.052
28.973,0.036
28.974,0.029
28.975,0.038
28.976,0.041
28.977,0.045
28.978,0.048
28.979,0.046
28.980,0.046
28.981,0.050
28.982,0.059
28.983,0.059
28.984,0.057
28.985,0.061
28.986,0.067
28.987,0.069
28.988,0.068
28.989,0.070
28.990,0.068
28.991,0.073
28.992,0.080
28.993,0.079
28.994,0.075
28.995,0.066
28.996,0.069
28.997,0.070
28.998,0.067
28.999,0.074
29.000,0.084
29.001,0.074
29.002,0.064
29.003,0.063
29.004,0.069
29.005,0.070
29.006,0.063
29.007,0.074
29.008,0.073
29.009,0.070
29.010,0.074
29.011,0.072
29.012,0.075
29.013,0.083
29.014,0.086
29.015,0.084
29.016,0.075
29.017,0.070
29.018,0.069
29.019,0.062
29.020,0.073
29.021,0.070
29.022,0.065
29.023,0.061
29.024,0.049
29.025,0.055
29.026,0.057
29.027,0.059
29.028,0.047
29.029,0.043
29.030,0.059
29.031,0.054
29.032,0.047
29.033,0.045
29.034,0.043
29.035,0.047
29.036,0.054
29.037,0.050
29.038,0.043
29.039,0.042
29.040,0.042
29.041,0.046
29.042,0.049
29.043,0.045
29.044,0.038
29.045,0.038
29.046,0.041
29.047,0.043
29.048,0.037
29.049,0.038
29.050,0.036
29.051,0.030
29.052,0.019
29.053,0.015
29.054,0.025
29.055,0.018
29.056,0.016
29.057,0.026
29.058,0.027
29.059,0.017
29.060,0.011
29.061,0.007
29.062,-0.002
29.063,0.002
29.064,0.005
29.065,0.009
29.066,0.009
29.067,0.005
29.068,0.008
29.069,0.004
29.070,-0.002
29.071,0.002
29.072,0.002
29.073,-0.002
29.074,-0.001
29.075,-0.002
29.076,-0.005
29.077,-0.004
29.078,-0.002
29.079,-0.002
29.080,-0.003
29.081,-0.005
29.082,-0.004
29.083,-0.002
29.084,-0.002
29.085,0.001
29.086,0.001
29.087,-0.002
29.088,0.000
29.089,0.011
29.090,0.019
29.091,0.007
29.092,-0.002
29.093,-0.004
29.094,-0.016
29.095,-0.022
29.096,-0.011
29.097,-0.007
29.098,-0.008
29.099,-0.005
29.100,-0.009
29.101,-0.015
29.102,-0.013
29.103,-0.006
29.104,-0.007
29.105,-0.009
29.106,-0.011
29.107,-0.011
29.108,-0.007
29.109,-0.004
29.110,-0.005
29.111,-0.006
29.112,-0.007
29.113,-0.005
29.114,-0.004
29.115,-0.009
29.116,-0.009
29.117,-0.006
29.118,-0.005
29.119,-0.002
29.120,-0.002
29.121,-0.003
29.122,-0.005
29.123,-0.013
29.124,-0.029
29.125,-0.044
29.126,-0.060
29.127,-0.079
29.128,-0.094
29.129,-0.105
29.130,-0.110
29.131,-0.105
29.132,-0.095
29.133,-0.081
29.134,-0.056
29.135,-0.034
29.136,-0.013
29.137,0.020
29.138,0.056
29.139,0.081
29.140,0.103
29.141,0.139
29.142,0.189
29.143,0.239
29.144,0.288
29.145,0.356
29.146,0.427
29.147,0.503
29.148,0.566
29.149,0.625
29.150,0.707
29.151,0.767
29.152,0.831
29.153,0.911
29.154,0.937
29.155,0.938
29.156,0.946
29.157,0.957
29.158,0.971
29.159,0.951
29.160,0.916
29.161,0.864
29.162,0.797
29.163,0.734
29.164,0.621
29.165,0.480
29.166,0.321
29.167,0.123
29.168,-0.061
29.169,-0.249
29.170,-0.401
29.171,-0.502
29.172,-0.582
29.173,-0.611
29.174,-0.621
29.175,-0.640
29.176,-0.669
29.177,-0.694
29.178,-0.723
29.179,-0.762
29.180,-0.790
29.181,-0.798
29.182,-0.813
29.183,-0.830
29.184,-0.813
29.185,-0.802
29.186,-0.783
29.187,-0.757
29.188,-0.748
29.189,-0.733
29.190,-0.713
29.191,-0.689
29.192,-0.660
29.193,-0.620
29.194,-0.577
29.195,-0.535
29.196,-0.509
29.197,-0.495
29.198,-0.483
29.199,-0.480
29.200,-0.474
29.201,-0.471
29.202,-0.469
29.203,-0.466
29.204,-0.457
29.205,-0.439
29.206,-0.420
29.207,-0.401
29.208,-0.382
29.209,-0.367
29.210,-0.361
29.211,-0.343
29.212,-0.327
29.213,-0.322
29.214,-0.310
29.215,-0.301
29.216,-0.282
29.217,-0.274
29.218,-0.286
29.219,-0.295
29.220,-0.308
29.221,-0.307
29.222,-0.307
29.223,-0.317
29.224,-0.319
29.225,-0.312
29.226,-0.303
29.227,-0.303
29.228,-0.293
29.229,-0.279
29.230,-0.271
29.231,-0.255
29.232,-0.237
29.233,-0.236
29.234,-0.228
29.235,-0.211
29.236,-0.196
29.237,-0.182
29.238,-0.172
29.239,-0.159
29.240,-0.153
29.241,-0.133
29.242,-0.112
29.243,-0.109
29.244,-0.108
29.245,-0.109
29.246,-0.096
29.247,-0.092
29.248,-0.081
29.249,-0.074
29.250,-0.077
29.251,-0.059
29.252,-0.052
29.253,-0.036
29.254,-0.051
29.255,-0.075
29.256,-0.065
29.257,-0.054
29.258,-0.051
29.259,-0.059
29.260,-0.056
29.261,-0.060
29.262,-0.060
29.263,-0.057
29.264,-0.059
29.265,-0.057
29.266,-0.051
29.267,-0.051
29.268,-0.059
29.269,-0.053
29.270,-0.048
29.271,-0.047
29.272,-0.051
29.273,-0.058
29.274,-0.059
29.275,-0.054
29.276,-0.049
29.277,-0.041
29.278,-0.037
29.279,-0.050
29.280,-0.052
29.281,-0.051
29.282,-0.052
29.283,-0.048
29.284,-0.045
29.285,-0.043
29.286,-0.043
29.287,-0.051
29.288,-0.058
29.289,-0.052
29.290,-0.044
29.291,-0.051
29.292,-0.049
29.293,-0.048
29.294,-0.059
29.295,-0.053
29.296,-0.051
29.297,-0.060
29.298,-0.059
29.299,-0.056
29.300,-0.058
29.301,-0.057
29.302,-0.054
29.303,-0.049
29.304,-0.051
29.305,-0.056
29.306,-0.063
29.307,-0.059
29.308,-0.051
29.309,-0.057
29.310,-0.051
29.311,-0.051
29.312,-0.061
29.313,-0.060
29.314,-0.054
29.315,-0.051
29.316,-0.060
29.317,-0.071
29.318,-0.064
29.319,-0.065
29.320,-0.063
29.321,-0.054
29.322,-0.054
29.323,-0.059
29.324,-0.061
29.325,-0.058
29.326,-0.062
29.327,-0.066
29.328,-0.064
29.329,-0.060
29.330,-0.059
29.331,-0.062
29.332,-0.062
29.333,-0.058
29.334,-0.060
29.335,-0.067
29.336,-0.067
29.337,-0.065
29.338,-0.062
29.339,-0.066
29.340,-0.065
29.341,-0.062
29.342,-0.060
29.343,-0.055
29.344,-0.055
29.345,-0.055
29.346,-0.065
29.347,-0.065
29.348,-0.060
29.349,-0.060
29.350,-0.053
29.351,-0.050
29.352,-0.053
29.353,-0.049
29.354,-0.057
29.355,-0.070
29.356,-0.061
29.357,-0.055
29.358,-0.053
29.359,-0.058
29.360,-0.055
29.361,-0.051
29.362,-0.051
29.363,-0.040
29.364,-0.041
29.365,-0.046
29.366,-0.053
29.367,-0.054
29.368,-0.044
29.369,-0.043
29.370,-0.048
29.371,-0.052
29.372,-0.044
29.373,-0.043
29.374,-0.049
29.375,-0.050
29.376,-0.051
29.377,-0.042
29.378,-0.039
29.379,-0.037
29.380,-0.035
29.381,-0.035
29.382,-0.032
29.383,-0.031
29.384,-0.030
29.385,-0.030
29.386,-0.026
29.387,-0.024
29.388,-0.025
29.389,-0.021
29.390,-0.021
29.391,-0.019
29.392,-0.018
29.393,-0.018
29.394,-0.015
29.395,-0.017
29.396,-0.015
29.397,-0.011
29.398,-0.010
29.399,-0.011
29.400,-0.011
29.401,-0.011
29.402,-0.008
29.403,-0.005
29.404,-0.003
29.405,-0.004
29.406,-0.002
29.407,0.002
29.408,0.004
29.409,0.006
29.410,0.009
29.411,0.009
29.412,0.011
29.413,0.016
29.414,0.015
29.415,0.017
29.416,0.019
29.417,0.022
29.418,0.025
29.419,0.025
29.420,0.025
29.421,0.029
29.422,0.032
29.423,0.026
29.424,0.031
29.425,0.035
29.426,0.043
29.427,0.040
29.428,0.024
29.429,0.034
29.430,0.035
29.431,0.036
29.432,0.047
29.433,0.043
29.434,0.037
29.435,0.048
29.436,0.050
29.437,0.036
29.438,0.045
29.439,0.053
29.440,0.042
29.441,0.045
29.442,0.060
29.443,0.064
29.444,0.053
29.445,0.043
29.446,0.051
29.447,0.054
29.448,0.055
29.449,0.059
29.450,0.056
29.451,0.059
29.452,0.062
29.453,0.057
29.454,0.057
29.455,0.062
29.456,0.063
29.457,0.059
29.458,0.057
29.459,0.060
29.460,0.059
29.461,0.060
29.462,0.064
29.463,0.069
29.464,0.071
29.465,0.069
29.466,0.070
29.467,0.070
29.468,0.072
29.469,0.071
29.470,0.061
29.471,0.056
29.472,0.054
29.473,0.058
29.474,0.066
29.475,0.064
29.476,0.059
29.477,0.059
29.478,0.058
29.479,0.058
29.480,0.062
29.481,0.059
29.482,0.061
29.483,0.062
29.484,0.056
29.485,0.057
29.486,0.047
29.487,0.047
29.488,0.055
29.489,0.058
29.490,0.059
29.491,0.057
29.492,0.051
29.493,0.049
29.494,0.050
29.495,0.052
29.496,0.049
29.497,0.043
29.498,0.049
29.499,0.045
29.500,0.041
29.501,0.037
29.502,0.043
29.503,0.050
29.504,0.030
29.505,0.028
29.506,0.043
29.507,0.044
29.508,0.027
29.509,0.023
29.510,0.030
29.511,0.029
29.512,0.033
29.513,0.030
29.514,0.027
29.515,0.029
29.516,0.029
29.517,0.029
29.518,0.033
29.519,0.037
29.520,0.029
29.521,0.018
29.522,0.019
29.523,0.021
29.524,0.022
29.525,0.018
29.526,0.017
29.527,0.015
29.528,0.015
29.529,0.018
29.530,0.018
29.531,0.021
29.532,0.016
29.533,0.015
29.534,0.015
29.535,0.017
29.536,0.028
29.537,0.022
29.538,0.016
29.539,0.004
29.540,-0.007
29.541,0.004
29.542,0.009
29.543,0.002
29.544,-0.002
29.545,0.004
29.546,0.008
29.547,0.007
29.548,0.007
29.549,0.006
29.550,0.007
29.551,0.007
29.552,0.011
29.553,0.013
29.554,0.011
29.555,0.007
29.556,0.013
29.557,0.022
29.558,0.016
